phase	detail	resources	seconds	rate_per_s
load	MimicObservationChartevents.ndjson	500	0.61	825
load	MimicObservationChartevents.ndjson	500	0.70	710
load	MimicObservationChartevents.ndjson	500	0.60	839
load	MimicObservationChartevents.ndjson	500	0.68	736
load	MimicObservationChartevents.ndjson	500	0.91	552
load	MimicObservationChartevents.ndjson	500	0.88	570
load	MimicObservationChartevents.ndjson	500	0.85	585
load	MimicObservationChartevents.ndjson	500	0.89	563
load	MimicObservationChartevents.ndjson	500	0.90	555
load	MimicObservationChartevents.ndjson	500	0.89	562
load	MimicObservationChartevents.ndjson	500	0.94	532
load	MimicObservationChartevents.ndjson	500	1.00	499
load	MimicObservationChartevents.ndjson	500	0.99	505
load	MimicObservationChartevents.ndjson	500	0.91	552
load	MimicObservationChartevents.ndjson	500	0.90	553
load	MimicObservationChartevents.ndjson	500	0.90	556
load	MimicObservationChartevents.ndjson	500	0.88	569
load	MimicObservationChartevents.ndjson	500	0.90	553
load	MimicObservationChartevents.ndjson	500	0.90	553
load	MimicObservationChartevents.ndjson	500	0.89	564
load	MimicObservationChartevents.ndjson	500	0.92	542
load	MimicObservationChartevents.ndjson	500	0.92	546
load	MimicObservationChartevents.ndjson	500	0.89	559
load	MimicObservationChartevents.ndjson	500	0.95	526
load	MimicObservationChartevents.ndjson	500	0.93	539
load	MimicObservationChartevents.ndjson	500	0.82	606
load	MimicObservationChartevents.ndjson	500	0.62	812
load	MimicObservationChartevents.ndjson	500	0.84	598
load	MimicObservationChartevents.ndjson	500	0.94	530
load	MimicObservationChartevents.ndjson	500	0.90	557
load	MimicObservationChartevents.ndjson	500	0.90	558
load	MimicObservationChartevents.ndjson	500	0.91	551
load	MimicObservationChartevents.ndjson	500	0.90	553
load	MimicObservationChartevents.ndjson	500	0.93	538
load	MimicObservationChartevents.ndjson	500	0.88	566
load	MimicObservationChartevents.ndjson	500	0.93	537
load	MimicObservationChartevents.ndjson	500	0.93	538
load	MimicObservationChartevents.ndjson	500	0.89	565
load	MimicObservationChartevents.ndjson	500	0.93	541
load	MimicObservationChartevents.ndjson	500	0.90	555
load	MimicObservationChartevents.ndjson	500	0.87	575
load	MimicObservationChartevents.ndjson	500	0.91	548
load	MimicObservationChartevents.ndjson	500	0.94	533
load	MimicObservationChartevents.ndjson	500	0.90	555
load	MimicObservationChartevents.ndjson	500	0.85	589
load	MimicObservationChartevents.ndjson	500	0.68	732
load	MimicObservationChartevents.ndjson	500	0.90	556
load	MimicObservationChartevents.ndjson	500	0.97	517
load	MimicObservationChartevents.ndjson	500	0.89	564
load	MimicObservationChartevents.ndjson	500	0.96	520
load	MimicObservationChartevents.ndjson	500	0.94	529
load	MimicObservationChartevents.ndjson	500	0.92	543
load	MimicObservationChartevents.ndjson	500	0.93	540
load	MimicObservationChartevents.ndjson	500	0.94	531
load	MimicObservationChartevents.ndjson	500	0.69	725
load	MimicObservationChartevents.ndjson	500	0.82	606
load	MimicObservationChartevents.ndjson	500	0.93	536
load	MimicObservationChartevents.ndjson	500	0.91	548
load	MimicObservationChartevents.ndjson	500	0.93	538
load	MimicObservationChartevents.ndjson	500	0.87	573
load	MimicObservationChartevents.ndjson	500	0.93	536
load	MimicObservationChartevents.ndjson	500	0.90	559
load	MimicObservationChartevents.ndjson	500	0.78	639
load	MimicObservationChartevents.ndjson	500	0.70	716
load	MimicObservationChartevents.ndjson	500	0.88	571
load	MimicObservationChartevents.ndjson	500	0.92	541
load	MimicObservationChartevents.ndjson	500	0.90	558
load	MimicObservationChartevents.ndjson	500	0.98	509
load	MimicObservationChartevents.ndjson	500	0.94	531
load	MimicObservationChartevents.ndjson	500	0.91	548
load	MimicObservationChartevents.ndjson	500	0.90	555
load	MimicObservationChartevents.ndjson	500	0.84	592
load	MimicObservationChartevents.ndjson	500	0.66	760
load	MimicObservationChartevents.ndjson	500	0.92	545
load	MimicObservationChartevents.ndjson	500	0.77	650
load	MimicObservationChartevents.ndjson	500	0.70	712
load	MimicObservationChartevents.ndjson	500	0.90	556
load	MimicObservationChartevents.ndjson	500	0.91	547
load	MimicObservationChartevents.ndjson	500	0.87	574
load	MimicObservationChartevents.ndjson	500	0.90	554
load	MimicObservationChartevents.ndjson	500	0.92	543
load	MimicObservationChartevents.ndjson	500	0.93	537
load	MimicObservationChartevents.ndjson	500	0.91	552
load	MimicObservationChartevents.ndjson	500	0.90	555
load	MimicObservationChartevents.ndjson	500	0.90	556
load	MimicObservationChartevents.ndjson	500	0.94	531
load	MimicObservationChartevents.ndjson	500	0.92	543
load	MimicObservationChartevents.ndjson	500	0.90	554
load	MimicObservationChartevents.ndjson	500	0.92	545
load	MimicObservationChartevents.ndjson	500	0.91	548
load	MimicObservationChartevents.ndjson	500	0.91	549
load	MimicObservationChartevents.ndjson	500	0.94	529
load	MimicObservationChartevents.ndjson	500	0.66	761
load	MimicObservationChartevents.ndjson	500	0.80	623
load	MimicObservationChartevents.ndjson	500	0.91	552
load	MimicObservationChartevents.ndjson	500	0.97	514
load	MimicObservationChartevents.ndjson	500	0.90	559
load	MimicObservationChartevents.ndjson	500	0.95	526
load	MimicObservationChartevents.ndjson	500	0.91	547
load	MimicObservationChartevents.ndjson	500	0.91	548
load	MimicObservationChartevents.ndjson	500	0.94	530
load	MimicObservationChartevents.ndjson	500	0.91	551
load	MimicObservationChartevents.ndjson	500	0.94	534
load	MimicObservationChartevents.ndjson	500	0.92	542
load	MimicObservationChartevents.ndjson	500	0.97	516
load	MimicObservationChartevents.ndjson	500	0.88	570
load	MimicObservationChartevents.ndjson	500	0.92	543
load	MimicObservationChartevents.ndjson	500	0.88	568
load	MimicObservationChartevents.ndjson	500	0.93	540
load	MimicObservationChartevents.ndjson	500	0.88	568
load	MimicObservationChartevents.ndjson	500	0.91	547
load	MimicObservationChartevents.ndjson	500	0.77	648
load	MimicObservationChartevents.ndjson	500	0.73	684
load	MimicObservationChartevents.ndjson	500	0.91	548
load	MimicObservationChartevents.ndjson	500	0.93	536
load	MimicObservationChartevents.ndjson	500	0.92	546
load	MimicObservationChartevents.ndjson	500	0.87	577
load	MimicObservationChartevents.ndjson	500	0.68	740
load	MimicObservationChartevents.ndjson	500	0.91	548
load	MimicObservationChartevents.ndjson	500	0.90	559
load	MimicObservationChartevents.ndjson	500	0.95	526
load	MimicObservationChartevents.ndjson	500	0.93	539
load	MimicObservationChartevents.ndjson	500	0.95	525
load	MimicObservationChartevents.ndjson	500	0.91	551
load	MimicObservationChartevents.ndjson	500	0.92	542
load	MimicObservationChartevents.ndjson	500	0.91	550
load	MimicObservationChartevents.ndjson	500	0.91	552
load	MimicObservationChartevents.ndjson	500	0.92	545
load	MimicObservationChartevents.ndjson	500	0.95	527
load	MimicObservationChartevents.ndjson	500	0.91	552
load	MimicObservationChartevents.ndjson	500	0.90	557
load	MimicObservationChartevents.ndjson	500	0.93	538
load	MimicObservationChartevents.ndjson	500	1.01	493
load	MimicObservationChartevents.ndjson	500	1.07	469
load	MimicObservationChartevents.ndjson	500	1.09	457
load	MimicObservationChartevents.ndjson	500	1.05	474
load	MimicObservationChartevents.ndjson	500	1.01	497
load	MimicObservationChartevents.ndjson	500	1.07	467
load	MimicObservationChartevents.ndjson	500	1.05	478
load	MimicObservationChartevents.ndjson	500	1.05	475
load	MimicObservationChartevents.ndjson	500	1.02	491
load	MimicObservationChartevents.ndjson	500	1.02	490
load	MimicObservationChartevents.ndjson	500	1.10	455
load	MimicObservationChartevents.ndjson	500	1.03	485
load	MimicObservationChartevents.ndjson	500	0.95	528
load	MimicObservationChartevents.ndjson	500	0.68	733
load	MimicObservationChartevents.ndjson	500	0.69	719
load	MimicObservationChartevents.ndjson	500	0.63	791
load	MimicObservationChartevents.ndjson	500	0.63	799
load	MimicObservationChartevents.ndjson	500	0.63	796
load	MimicObservationChartevents.ndjson	500	0.66	756
load	MimicObservationChartevents.ndjson	500	0.63	791
load	MimicObservationChartevents.ndjson	500	0.65	765
load	MimicObservationChartevents.ndjson	500	0.60	826
load	MimicObservationChartevents.ndjson	500	0.60	826
load	MimicObservationChartevents.ndjson	500	0.61	814
load	MimicObservationChartevents.ndjson	500	0.64	787
load	MimicObservationChartevents.ndjson	500	0.60	832
load	MimicObservationChartevents.ndjson	500	0.65	767
load	MimicObservationChartevents.ndjson	500	0.63	799
load	MimicObservationChartevents.ndjson	500	0.59	852
load	MimicObservationChartevents.ndjson	500	0.68	732
load	MimicObservationChartevents.ndjson	500	0.60	826
load	MimicObservationChartevents.ndjson	500	0.63	791
load	MimicObservationChartevents.ndjson	500	0.67	746
load	MimicObservationChartevents.ndjson	500	0.63	794
load	MimicObservationChartevents.ndjson	500	0.63	795
load	MimicObservationChartevents.ndjson	500	0.62	812
load	MimicObservationChartevents.ndjson	500	0.64	781
load	MimicObservationChartevents.ndjson	500	0.60	832
load	MimicObservationChartevents.ndjson	500	0.71	701
load	MimicObservationChartevents.ndjson	500	0.61	813
load	MimicObservationChartevents.ndjson	500	0.64	787
load	MimicObservationChartevents.ndjson	500	0.69	730
load	MimicObservationChartevents.ndjson	500	0.62	809
load	MimicObservationChartevents.ndjson	500	0.62	805
load	MimicObservationChartevents.ndjson	500	0.67	750
load	MimicObservationChartevents.ndjson	500	0.65	772
load	MimicObservationChartevents.ndjson	500	0.59	842
load	MimicObservationChartevents.ndjson	500	0.61	816
load	MimicObservationChartevents.ndjson	500	0.63	797
load	MimicObservationChartevents.ndjson	500	0.66	761
load	MimicObservationChartevents.ndjson	500	0.61	824
load	MimicObservationChartevents.ndjson	500	0.60	829
load	MimicObservationChartevents.ndjson	500	0.65	765
load	MimicObservationChartevents.ndjson	500	0.66	763
load	MimicObservationChartevents.ndjson	500	0.61	818
load	MimicObservationChartevents.ndjson	500	0.64	784
load	MimicObservationChartevents.ndjson	500	0.59	840
load	MimicObservationChartevents.ndjson	500	0.63	791
load	MimicObservationChartevents.ndjson	500	0.57	870
load	MimicObservationChartevents.ndjson	500	0.60	826
load	MimicObservationChartevents.ndjson	500	0.60	828
load	MimicObservationChartevents.ndjson	500	0.65	766
load	MimicObservationChartevents.ndjson	500	0.64	776
load	MimicObservationChartevents.ndjson	500	0.62	808
load	MimicObservationChartevents.ndjson	500	0.68	733
load	MimicObservationChartevents.ndjson	500	0.61	825
load	MimicObservationChartevents.ndjson	500	0.66	760
load	MimicObservationChartevents.ndjson	500	0.69	729
load	MimicObservationChartevents.ndjson	500	0.62	809
load	MimicObservationChartevents.ndjson	500	0.67	745
load	MimicObservationChartevents.ndjson	500	0.89	562
load	MimicObservationChartevents.ndjson	500	0.92	542
load	MimicObservationChartevents.ndjson	500	0.87	575
load	MimicObservationChartevents.ndjson	500	0.93	536
load	MimicObservationChartevents.ndjson	500	0.91	552
load	MimicObservationChartevents.ndjson	500	0.94	534
load	MimicObservationChartevents.ndjson	500	0.95	529
load	MimicObservationChartevents.ndjson	500	0.91	547
load	MimicObservationChartevents.ndjson	500	0.88	566
load	MimicObservationChartevents.ndjson	500	0.93	536
load	MimicObservationChartevents.ndjson	500	0.90	557
load	MimicObservationChartevents.ndjson	500	0.89	563
load	MimicObservationChartevents.ndjson	500	0.64	778
load	MimicObservationChartevents.ndjson	500	0.83	602
load	MimicObservationChartevents.ndjson	500	0.89	559
load	MimicObservationChartevents.ndjson	500	0.91	547
load	MimicObservationChartevents.ndjson	500	0.88	568
load	MimicObservationChartevents.ndjson	500	0.90	557
load	MimicObservationChartevents.ndjson	500	0.90	555
load	MimicObservationChartevents.ndjson	500	0.89	563
load	MimicObservationChartevents.ndjson	500	0.94	530
load	MimicObservationChartevents.ndjson	500	0.89	564
load	MimicObservationChartevents.ndjson	500	0.96	519
load	MimicObservationChartevents.ndjson	500	0.92	543
load	MimicObservationChartevents.ndjson	500	0.94	530
load	MimicObservationChartevents.ndjson	500	0.93	540
load	MimicObservationChartevents.ndjson	500	0.93	541
load	MimicObservationChartevents.ndjson	500	0.88	567
load	MimicObservationChartevents.ndjson	500	0.69	720
load	MimicObservationChartevents.ndjson	500	0.74	678
load	MimicObservationChartevents.ndjson	500	0.94	530
load	MimicObservationChartevents.ndjson	500	0.93	539
load	MimicObservationChartevents.ndjson	500	0.92	546
load	MimicObservationChartevents.ndjson	500	0.92	543
load	MimicObservationChartevents.ndjson	500	0.82	607
load	MimicObservationChartevents.ndjson	500	0.74	678
load	MimicObservationChartevents.ndjson	500	0.91	550
load	MimicObservationChartevents.ndjson	500	0.92	542
load	MimicObservationChartevents.ndjson	500	0.92	541
load	MimicObservationChartevents.ndjson	500	0.94	529
load	MimicObservationChartevents.ndjson	500	0.97	514
load	MimicObservationChartevents.ndjson	500	0.91	550
load	MimicObservationChartevents.ndjson	500	0.92	542
load	MimicObservationChartevents.ndjson	500	0.81	620
load	MimicObservationChartevents.ndjson	500	0.71	705
load	MimicObservationChartevents.ndjson	500	0.94	532
load	MimicObservationChartevents.ndjson	500	0.76	657
load	MimicObservationChartevents.ndjson	500	0.74	671
load	MimicObservationChartevents.ndjson	500	0.96	523
load	MimicObservationChartevents.ndjson	500	0.68	732
load	MimicObservationChartevents.ndjson	500	0.81	620
load	MimicObservationChartevents.ndjson	500	0.93	538
load	MimicObservationChartevents.ndjson	500	0.90	554
load	MimicObservationChartevents.ndjson	500	0.91	551
load	MimicObservationChartevents.ndjson	500	0.94	532
load	MimicObservationChartevents.ndjson	500	0.90	559
load	MimicObservationChartevents.ndjson	500	0.87	573
load	MimicObservationChartevents.ndjson	500	0.94	532
load	MimicObservationChartevents.ndjson	500	0.93	541
load	MimicObservationChartevents.ndjson	500	0.92	545
load	MimicObservationChartevents.ndjson	500	0.94	533
load	MimicObservationChartevents.ndjson	500	0.91	548
load	MimicObservationChartevents.ndjson	500	0.94	531
load	MimicObservationChartevents.ndjson	500	0.95	528
load	MimicObservationChartevents.ndjson	500	0.91	552
load	MimicObservationChartevents.ndjson	500	0.68	735
load	MimicObservationChartevents.ndjson	500	0.93	536
load	MimicObservationChartevents.ndjson	500	0.94	535
load	MimicObservationChartevents.ndjson	500	0.95	525
load	MimicObservationChartevents.ndjson	500	0.93	538
load	MimicObservationChartevents.ndjson	500	0.95	527
load	MimicObservationChartevents.ndjson	500	0.92	541
load	MimicObservationChartevents.ndjson	500	0.92	543
load	MimicObservationChartevents.ndjson	500	0.91	548
load	MimicObservationChartevents.ndjson	500	1.00	501
load	MimicObservationChartevents.ndjson	500	0.96	521
load	MimicObservationChartevents.ndjson	500	0.73	685
load	MimicObservationChartevents.ndjson	500	0.76	657
load	MimicObservationChartevents.ndjson	500	0.98	510
load	MimicObservationChartevents.ndjson	500	0.96	520
load	MimicObservationChartevents.ndjson	500	0.93	538
load	MimicObservationChartevents.ndjson	500	0.94	529
load	MimicObservationChartevents.ndjson	500	0.98	509
load	MimicObservationChartevents.ndjson	500	0.89	565
load	MimicObservationChartevents.ndjson	500	0.90	559
load	MimicObservationChartevents.ndjson	500	0.88	568
load	MimicObservationChartevents.ndjson	500	0.70	715
load	MimicObservationChartevents.ndjson	500	0.90	559
load	MimicObservationChartevents.ndjson	500	0.94	535
load	MimicObservationChartevents.ndjson	500	0.88	566
load	MimicObservationChartevents.ndjson	500	0.88	569
load	MimicObservationChartevents.ndjson	500	0.92	543
load	MimicObservationChartevents.ndjson	500	0.93	538
load	MimicObservationChartevents.ndjson	500	0.91	551
load	MimicObservationChartevents.ndjson	500	0.91	550
load	MimicObservationChartevents.ndjson	500	0.90	558
load	MimicObservationChartevents.ndjson	500	0.91	552
load	MimicObservationChartevents.ndjson	500	0.97	514
load	MimicObservationChartevents.ndjson	500	0.90	554
load	MimicObservationChartevents.ndjson	500	0.92	546
load	MimicObservationChartevents.ndjson	500	0.91	550
