phase	detail	resources	seconds	rate_per_s
load	MimicObservationChartevents.ndjson	500	0.65	774
load	MimicObservationChartevents.ndjson	500	0.64	779
load	MimicObservationChartevents.ndjson	500	0.73	682
load	MimicObservationChartevents.ndjson	500	0.64	785
load	MimicObservationChartevents.ndjson	500	0.65	769
load	MimicObservationChartevents.ndjson	500	0.62	803
load	MimicObservationChartevents.ndjson	500	0.66	753
load	MimicObservationChartevents.ndjson	500	0.67	749
load	MimicObservationChartevents.ndjson	500	0.65	765
load	MimicObservationChartevents.ndjson	500	0.63	796
load	MimicObservationChartevents.ndjson	500	0.67	752
load	MimicObservationChartevents.ndjson	500	0.63	800
load	MimicObservationChartevents.ndjson	500	0.66	756
load	MimicObservationChartevents.ndjson	500	0.71	707
load	MimicObservationChartevents.ndjson	500	0.66	755
load	MimicObservationChartevents.ndjson	500	0.65	772
load	MimicObservationChartevents.ndjson	500	0.63	799
load	MimicObservationChartevents.ndjson	500	0.62	803
load	MimicObservationChartevents.ndjson	500	0.65	766
load	MimicObservationChartevents.ndjson	500	0.77	649
load	MimicObservationChartevents.ndjson	500	0.66	754
load	MimicObservationChartevents.ndjson	500	0.66	759
load	MimicObservationChartevents.ndjson	500	0.73	680
load	MimicObservationChartevents.ndjson	500	0.63	791
load	MimicObservationChartevents.ndjson	500	0.70	717
load	MimicObservationChartevents.ndjson	500	0.64	781
load	MimicObservationChartevents.ndjson	500	0.69	730
load	MimicObservationChartevents.ndjson	500	0.74	678
load	MimicObservationChartevents.ndjson	500	0.92	545
load	MimicObservationChartevents.ndjson	500	0.92	542
load	MimicObservationChartevents.ndjson	500	0.92	545
load	MimicObservationChartevents.ndjson	500	0.90	554
load	MimicObservationChartevents.ndjson	500	0.80	626
load	MimicObservationChartevents.ndjson	500	0.70	710
load	MimicObservationChartevents.ndjson	500	0.96	518
load	MimicObservationChartevents.ndjson	500	1.04	481
load	MimicObservationChartevents.ndjson	500	0.91	552
load	MimicObservationChartevents.ndjson	500	0.93	536
load	MimicObservationChartevents.ndjson	500	0.85	589
load	MimicObservationChartevents.ndjson	500	0.71	700
load	MimicObservationChartevents.ndjson	500	0.93	538
load	MimicObservationChartevents.ndjson	500	0.92	545
load	MimicObservationChartevents.ndjson	500	0.97	516
load	MimicObservationChartevents.ndjson	500	0.93	536
load	MimicObservationChartevents.ndjson	500	0.93	536
load	MimicObservationChartevents.ndjson	500	0.69	722
load	MimicObservationChartevents.ndjson	500	0.94	535
load	MimicObservationChartevents.ndjson	500	0.93	540
load	MimicObservationChartevents.ndjson	500	0.86	584
load	MimicObservationChartevents.ndjson	500	0.77	654
load	MimicObservationChartevents.ndjson	500	0.90	554
load	MimicObservationChartevents.ndjson	500	0.88	568
load	MimicObservationChartevents.ndjson	500	0.69	724
load	MimicObservationChartevents.ndjson	500	0.90	555
load	MimicObservationChartevents.ndjson	500	0.67	745
load	MimicObservationChartevents.ndjson	500	0.82	606
load	MimicObservationChartevents.ndjson	500	0.91	548
load	MimicObservationChartevents.ndjson	500	0.74	676
load	MimicObservationChartevents.ndjson	500	0.76	659
load	MimicObservationChartevents.ndjson	500	0.81	621
load	MimicObservationChartevents.ndjson	500	0.71	706
load	MimicObservationChartevents.ndjson	500	0.94	529
load	MimicObservationChartevents.ndjson	500	0.95	527
load	MimicObservationChartevents.ndjson	500	0.97	515
load	MimicObservationChartevents.ndjson	500	0.93	539
load	MimicObservationChartevents.ndjson	500	0.90	554
load	MimicObservationChartevents.ndjson	500	0.65	767
load	MimicObservationChartevents.ndjson	500	0.88	566
load	MimicObservationChartevents.ndjson	500	0.97	514
load	MimicObservationChartevents.ndjson	500	0.91	549
load	MimicObservationChartevents.ndjson	500	0.90	554
load	MimicObservationChartevents.ndjson	500	0.94	531
load	MimicObservationChartevents.ndjson	500	0.67	743
load	MimicObservationChartevents.ndjson	500	0.65	773
load	MimicObservationChartevents.ndjson	500	0.64	787
load	MimicObservationChartevents.ndjson	500	0.68	736
load	MimicObservationChartevents.ndjson	500	0.65	769
load	MimicObservationChartevents.ndjson	500	0.67	752
load	MimicObservationChartevents.ndjson	500	0.67	744
load	MimicObservationChartevents.ndjson	500	0.67	742
load	MimicObservationChartevents.ndjson	500	0.69	726
load	MimicObservationChartevents.ndjson	500	0.75	668
load	MimicObservationChartevents.ndjson	500	0.69	728
load	MimicObservationChartevents.ndjson	500	0.67	743
load	MimicObservationChartevents.ndjson	500	0.68	734
load	MimicObservationChartevents.ndjson	500	0.72	692
load	MimicObservationChartevents.ndjson	500	0.74	671
load	MimicObservationChartevents.ndjson	500	0.70	715
load	MimicObservationChartevents.ndjson	500	0.73	686
load	MimicObservationChartevents.ndjson	500	0.79	635
load	MimicObservationChartevents.ndjson	500	0.70	714
load	MimicObservationChartevents.ndjson	500	0.66	754
load	MimicObservationChartevents.ndjson	500	0.77	652
load	MimicObservationChartevents.ndjson	500	0.66	756
load	MimicObservationChartevents.ndjson	500	0.67	745
load	MimicObservationChartevents.ndjson	500	0.63	794
load	MimicObservationChartevents.ndjson	500	0.70	714
load	MimicObservationChartevents.ndjson	500	0.67	749
load	MimicObservationChartevents.ndjson	500	0.74	672
load	MimicObservationChartevents.ndjson	500	0.67	752
load	MimicObservationChartevents.ndjson	500	0.67	752
load	MimicObservationChartevents.ndjson	500	0.78	643
load	MimicObservationChartevents.ndjson	500	0.72	691
load	MimicObservationChartevents.ndjson	500	0.77	653
load	MimicObservationChartevents.ndjson	500	0.71	700
load	MimicObservationChartevents.ndjson	500	0.69	724
load	MimicObservationChartevents.ndjson	500	0.67	752
load	MimicObservationChartevents.ndjson	500	0.72	691
load	MimicObservationChartevents.ndjson	500	0.75	668
load	MimicObservationChartevents.ndjson	500	0.72	698
load	MimicObservationChartevents.ndjson	500	0.69	722
load	MimicObservationChartevents.ndjson	500	0.67	751
load	MimicObservationChartevents.ndjson	500	0.76	655
load	MimicObservationChartevents.ndjson	500	0.66	761
load	MimicObservationChartevents.ndjson	500	0.70	714
load	MimicObservationChartevents.ndjson	500	0.74	675
load	MimicObservationChartevents.ndjson	500	0.71	702
load	MimicObservationChartevents.ndjson	500	0.78	638
load	MimicObservationChartevents.ndjson	500	0.70	712
load	MimicObservationChartevents.ndjson	500	0.69	728
load	MimicObservationChartevents.ndjson	500	0.67	749
load	MimicObservationChartevents.ndjson	500	0.73	684
load	MimicObservationChartevents.ndjson	500	0.73	689
load	MimicObservationChartevents.ndjson	500	0.72	698
load	MimicObservationChartevents.ndjson	500	0.72	696
load	MimicObservationChartevents.ndjson	500	0.77	651
load	MimicObservationChartevents.ndjson	500	0.71	708
load	MimicObservationChartevents.ndjson	500	0.71	703
load	MimicObservationChartevents.ndjson	500	0.65	773
load	MimicObservationChartevents.ndjson	500	0.77	649
load	MimicObservationChartevents.ndjson	500	0.98	510
load	MimicObservationChartevents.ndjson	500	0.94	531
load	MimicObservationChartevents.ndjson	500	0.97	517
load	MimicObservationChartevents.ndjson	500	0.91	548
load	MimicObservationChartevents.ndjson	500	0.77	649
load	MimicObservationChartevents.ndjson	500	0.75	669
load	MimicObservationChartevents.ndjson	500	0.96	518
load	MimicObservationChartevents.ndjson	500	0.91	551
load	MimicObservationChartevents.ndjson	500	0.95	526
load	MimicObservationChartevents.ndjson	500	0.94	530
load	MimicObservationChartevents.ndjson	500	0.71	704
load	MimicObservationChartevents.ndjson	500	0.76	658
load	MimicObservationChartevents.ndjson	500	0.93	539
load	MimicObservationChartevents.ndjson	500	0.94	532
load	MimicObservationChartevents.ndjson	500	0.97	515
load	MimicObservationChartevents.ndjson	500	0.84	595
load	MimicObservationChartevents.ndjson	500	0.69	720
load	MimicObservationChartevents.ndjson	500	0.99	503
load	MimicObservationChartevents.ndjson	500	0.93	539
load	MimicObservationChartevents.ndjson	500	0.98	511
load	MimicObservationChartevents.ndjson	500	0.70	716
load	MimicObservationChartevents.ndjson	500	0.79	634
load	MimicObservationChartevents.ndjson	500	0.94	533
load	MimicObservationChartevents.ndjson	500	0.93	537
load	MimicObservationChartevents.ndjson	500	0.96	522
load	MimicObservationChartevents.ndjson	500	0.70	716
load	MimicObservationChartevents.ndjson	500	0.86	579
load	MimicObservationChartevents.ndjson	500	0.75	668
load	MimicObservationChartevents.ndjson	500	0.76	661
load	MimicObservationChartevents.ndjson	500	0.92	542
load	MimicObservationChartevents.ndjson	500	0.94	532
load	MimicObservationChartevents.ndjson	500	0.93	538
load	MimicObservationChartevents.ndjson	500	0.69	725
load	MimicObservationChartevents.ndjson	500	0.82	608
load	MimicObservationChartevents.ndjson	500	0.95	525
load	MimicObservationChartevents.ndjson	500	0.96	518
load	MimicObservationChartevents.ndjson	500	0.84	595
load	MimicObservationChartevents.ndjson	500	0.74	673
load	MimicObservationChartevents.ndjson	500	0.89	560
load	MimicObservationChartevents.ndjson	500	0.70	711
load	MimicObservationChartevents.ndjson	500	0.91	551
load	MimicObservationChartevents.ndjson	500	0.94	530
load	MimicObservationChartevents.ndjson	500	0.93	538
load	MimicObservationChartevents.ndjson	500	0.92	542
load	MimicObservationChartevents.ndjson	500	0.95	524
load	MimicObservationChartevents.ndjson	500	1.00	500
load	MimicObservationChartevents.ndjson	500	0.64	779
load	MimicObservationChartevents.ndjson	500	0.66	756
load	MimicObservationChartevents.ndjson	500	0.61	820
load	MimicObservationChartevents.ndjson	500	0.69	720
load	MimicObservationChartevents.ndjson	500	0.64	776
load	MimicObservationChartevents.ndjson	500	0.67	745
load	MimicObservationChartevents.ndjson	500	0.68	741
load	MimicObservationChartevents.ndjson	500	0.66	758
load	MimicObservationChartevents.ndjson	500	0.72	692
load	MimicObservationChartevents.ndjson	500	0.68	736
load	MimicObservationChartevents.ndjson	500	0.65	773
load	MimicObservationChartevents.ndjson	500	0.68	733
load	MimicObservationChartevents.ndjson	500	0.68	740
load	MimicObservationChartevents.ndjson	500	0.66	755
load	MimicObservationChartevents.ndjson	500	0.74	677
load	MimicObservationChartevents.ndjson	500	0.63	796
load	MimicObservationChartevents.ndjson	500	0.63	799
load	MimicObservationChartevents.ndjson	500	0.70	718
load	MimicObservationChartevents.ndjson	500	0.66	753
load	MimicObservationChartevents.ndjson	500	0.64	781
load	MimicObservationChartevents.ndjson	500	0.70	715
load	MimicObservationChartevents.ndjson	500	0.64	780
load	MimicObservationChartevents.ndjson	500	0.63	797
load	MimicObservationChartevents.ndjson	500	0.68	732
load	MimicObservationChartevents.ndjson	500	0.66	756
load	MimicObservationChartevents.ndjson	500	0.69	719
load	MimicObservationChartevents.ndjson	500	0.67	752
load	MimicObservationChartevents.ndjson	500	0.68	736
load	MimicObservationChartevents.ndjson	500	0.73	682
load	MimicObservationChartevents.ndjson	500	0.66	762
load	MimicObservationChartevents.ndjson	500	0.67	750
load	MimicObservationChartevents.ndjson	500	0.71	707
load	MimicObservationChartevents.ndjson	500	0.63	800
load	MimicObservationChartevents.ndjson	500	0.63	794
load	MimicObservationChartevents.ndjson	500	0.67	742
load	MimicObservationChartevents.ndjson	500	0.69	720
load	MimicObservationChartevents.ndjson	500	0.67	743
load	MimicObservationChartevents.ndjson	500	0.63	792
load	MimicObservationChartevents.ndjson	500	0.66	754
load	MimicObservationChartevents.ndjson	500	0.78	643
load	MimicObservationChartevents.ndjson	500	0.69	719
load	MimicObservationChartevents.ndjson	500	0.72	690
load	MimicObservationChartevents.ndjson	500	0.79	633
load	MimicObservationChartevents.ndjson	500	0.71	704
load	MimicObservationChartevents.ndjson	500	0.71	708
load	MimicObservationChartevents.ndjson	500	0.71	705
load	MimicObservationChartevents.ndjson	500	0.79	635
load	MimicObservationChartevents.ndjson	500	0.94	532
load	MimicObservationChartevents.ndjson	500	0.99	507
load	MimicObservationChartevents.ndjson	500	0.98	508
load	MimicObservationChartevents.ndjson	500	0.94	534
load	MimicObservationChartevents.ndjson	500	0.92	543
load	MimicObservationChartevents.ndjson	500	1.01	495
load	MimicObservationChartevents.ndjson	500	1.34	372
load	MimicObservationChartevents.ndjson	500	1.30	383
load	MimicObservationChartevents.ndjson	500	1.27	393
load	MimicObservationChartevents.ndjson	362	0.98	371
file	MimicObservationChartevents.ndjson	668862	1101.99	607
total-load	all files	928935	1480.17	628
count-refresh	13 types	928935	0.23	4021364
search	Observation?status=final (page of 20)	20	0.03	667
db-size-mb				5922.7
